restaurant_id,restaurant_type,restaurant_name,restaurant_address,coordinates_lat,coordinates_long,restaurant_rating,restaurant_reviews,restaurant_zip
4OMdn4aQt4KUNSNCVEiP6Q,Chinese,New Dragon Star Chinese Kitchen,'4216 White Plains Rd',40.89393,-73.85677,4.0,11,10466
GmtybiZEicQ4qqPTzhqVew,Chinese,Taste of China,'7100 Grand Ave',40.72762,-73.892011,3.5,52,11378
v5CsUc6pr7foHWsoQ0Y36Q,Chinese,Ho Wan Restaurant,'111-05 Liberty Ave',40.68508,-73.83095,3.5,95,11419
njqbo43rFzj934E5eHbPCw,Chinese,OK 218,'218 Grand St',40.71899,-73.995811,3.5,56,10013
lZy5TNhzgG53zEjK1N1w1w,Chinese,No.1 Chinese Restaurant,'30-23 30th Ave',40.76715,-73.92144,2.5,59,11102
rc5EF-KMalpWOjte053Cmw,Chinese,Arriba Peru,'5218 Bergenline Ave',40.7843437194824,-74.0194244384766,4.5,2,07093
FgxzCg6LVAPd-mCYlMDayw,Chinese,Far East Kitchen,'7 W Hudson Ave',40.91044,-73.96849,3.5,25,07631
gXuKTGiI6-rwiKGN8iGWZg,Chinese,Chance Asian Bistro & Bar,'223 Smith St',40.6842,-73.99192,4.0,332,11201
b03GEE_pYlLCdD6yShZKqw,Chinese,New Chinatown Restaurant of New York,'11 Avenue D',40.720527,-73.978652,4.0,12,10009
qR6vC-y7o_ts-s-dqg4h1w,Chinese,Chinacity Restaurant,'914 Broadway',40.6974,-73.93626,3.5,6,11206
1dV_a1iskf_S4J-vc5hW3w,Chinese,The Pho,'127 E 23rd St',40.7398547229067,-73.9850873885874,3.5,106,10010
pqGGfA3Vm9srfTIJLgL0Ew,Chinese,Mama's Noodle House,'1782 Bay Ridge Ave',40.6168614546041,-73.9930436387658,4.5,52,11204
5yHuB6cT4Y82u22kOziobw,Chinese,China Chef Restaurant,'1322 Paterson Plank Rd',40.791615379318,-74.0578033479041,3.0,108,07094
NVcKEwdKGSSDnIAceebMpw,Chinese,Abacky Fusion Cuisine,'253 W 26th St',40.7471121804058,-73.996648862958,3.5,26,10001
FfUc69vNKeTkGqdpnq0giQ,Chinese,Fansway Teriyaki Kitchen,'1513A Myrtle Ave',40.6992860185837,-73.9152270555496,4.5,8,11237
ku3TyaUBEkuQtQXKq80Zlg,Chinese,Sun Sai Gai Restaurant,'220 Canal St',40.717346,-73.9992751,3.0,228,10013
VEjkxniAlG35cR3pjHvF-A,Chinese,Sagar Chinese - Jackson Heights,'74-19 37th Ave',40.7491052,-73.8914956,3.0,115,11372
RBjVu2fFv9NPkV8XD9R9yw,Chinese,BKK Eatery,'138 E 34th St',40.746043,-73.9795058593154,4.5,49,10016
XzMVQtnifzlFoq6Uj4795g,Chinese,A Shen Zhou Restaurant,'159 Wilson Ave',40.70026,-73.92469,3.0,58,11237
To_cXGhJEjw3NT4v8mzFxg,Chinese,Triple 8,'736 East 152nd St',40.8156899,-73.9074,4.0,2,10455
1ctLdRJjP9m5QdL7ruYAzA,Chinese,Herbs Thai Bistro,'251 E 45th St',40.75193,-73.97099,3.5,183,10017
ATqzYWJLxhNlaXGjmHGNZQ,Chinese,New Szechuan House,'5008 Skillman Ave',40.7459596,-73.9140785,2.5,46,11377
1yGMdJX048NHUAAV-MLlWg,Chinese,Szechwan Absolute 绝对四川,'39-16 Prince St',40.75924,-73.8326,4.0,59,11354
wkqE-uCft5yU1QMwZyrvsA,Chinese,Golden Kitchen,'2921 Astoria Blvd',40.7704481038437,-73.9190678626333,3.5,25,11102
QDzHD0CQerW_awH_dC4IEA,Chinese,Taste of China,'8026 Baxter Ave',40.7446556091309,-73.8842849731445,4.0,8,11373
4cP9IJekfdFmx8vpMVoY9Q,Chinese,Sing Hing Chinese Restaurant,'576 Grand St',40.710937,-73.948715,3.5,27,11211
G4K-mNlM0oLKo8N--Ne2AA,Chinese,Sampan Chinese Restaurant,'28-48 Steinway St',40.7644,-73.9148699,3.0,71,11103
uP0zrPN8vCMxTe1jnsKsZQ,Chinese,Lee's Restaurant,'1546 Myrtle Ave',40.69939,-73.91177,3.5,48,11237
b2mz9v_lYZ0J-cOqAd_aeQ,Chinese,Mr Q's Chinese Restaurant,'2115 Williamsbridge Rd',40.85579,-73.85576,3.0,71,10461
kwGaeWUVC_MIxMFw0sM-Ww,Chinese,Hong Kong Express,'989 Wyckoff Ave',40.69617,-73.904721,4.0,42,11385
BEuZGvNlbM4tXq7YICyM6w,Chinese,LuAnne's Wild Ginger All-Asian Vegan,'380 Broome St',40.7204631,-73.9964956,4.0,637,10013
FhXBKrLHyK7np4d0_f1s-w,Chinese,Swadist Restaurant,'715 Newark Ave',40.734995,-74.061407,4.5,22,07306
zj4vqgljRhxwWlvttgFRKQ,Chinese,wagamama - nomad,'210 5th Ave',40.74336,-73.98873,3.5,772,10010
QY_IgBYFzRulRV8sYUkHZQ,Chinese,Hunan Kitchen of Grand Sichuan,'42-47 Main St',40.7539652372941,-73.8276521082348,4.0,228,11355
77zkzHD6Kavy1vT-sPXxJA,Chinese,Hang Shing Kitchen,'104-09 Metropolitan Ave',40.7102074072038,-73.8485997417336,4.0,25,11375
VbUy299ch56p4GYZTNDbvA,Chinese,New Wonjo Restaurant,'23 W 32nd St',40.74788,-73.98665,3.5,1283,10001
UNLfH42wkAAChV76hmbdkg,Chinese,Eight Jane Food Inc 秀八珍卤味,'37-12 Main St',40.7611559832951,-73.8310919214537,4.5,26,11354
_eWN3zih_cnY0fiLWva9EA,Chinese,Li Wan Restaurant,'6428 Metropolitan Ave',40.7122917175293,-73.8961334228516,4.0,25,11379
9K8VhYvIA26AFMQY8S1soQ,Chinese,M Noodle Shop,'549 Metropolitan Ave',40.714257,-73.950646,3.0,347,11211
QZY3xdZvrhfBLPRVr6ryiQ,Chinese,Lucky Star Restaurant,'9419 Astoria Blvd',40.76309,-73.87443,3.0,9,11369
MBU4VGyaPKZKhe5x7UMQpA,Chinese,Jing Wah Chinese Resturant,'8720 Liberty Ave',40.679777,-73.850712,4.0,10,11417
jqFPsQrQsgRkvUziYNKdSw,Chinese,Jumbo Chinese Kitchen,'113-04 Jamaica Ave',40.6976891,-73.8353577,4.0,22,11418
yvdaxotCYEt9HNt7GbERJw,Chinese,Number One Chinese Kitchen,'661 Nostrand Ave',40.674536,-73.949873,3.0,33,11216
zdX9mwhoknXXYL1GCstnow,Chinese,Lucky Garden,'305L Wyckoff Ave',40.7003,-73.91221,4.5,12,11237
lBFq-P2OGDZy2aPEKgUMfg,Chinese,Empire Garden,'911 Columbus Ave',40.7985736262374,-73.9621864229434,2.0,33,10025
X5HmML-G--nt4lc5VQC2uQ,Chinese,New Asia,'666 Amsterdam Ave',40.7918192446232,-73.972065076232,2.0,42,10025
dUfTg2SJ2nH48J8VhAuZ_A,Chinese,My Noodle Station,'19 Eldridge St',40.714047,-73.992304,4.5,37,10002
7erFgHiQmw7ZJfVPmOjeeA,Chinese,M Shanghai Bistro & Garden,'292 Grand St',40.71293,-73.95757,3.5,417,11211
3GMHPnrkFAcqffw3T7JSdQ,Chinese,Kitchen 79,'37-70 79th St',40.747551,-73.8868866,4.5,576,11372
YIYetgfNE34G8JhQu98XQw,Chinese,Ozen,'760 Amsterdam Ave',40.7948819801249,-73.9700052707462,3.0,188,10025
Yo6D3B8TP_xdN1yaoNc0Ww,Chinese,Fresh Wok,'1777 1st Ave',40.78065,-73.94698,3.0,31,10128
nrsWSUJdNtOhV2UzPi-oOQ,Chinese,La Preciosa China Restaurant,'163 E 116th St',40.7985954284668,-73.940803527832,3.0,24,10029
FK5RnNOUxxIImPVcAHGM4w,Chinese,Great Wall Chinese Restaurant,'4100 Park Ave',40.7737819079407,-74.0202113841939,3.5,19,07086
wqu8ZUOUH50m1LmdAdsDFg,Chinese,New Red Star Chinese Kitchen,'795 Southern Blvd',40.8162034,-73.8965443,4.0,5,10455
l1JP5MiQja95rF99qeJ1zw,Chinese,Golden Wok,'1770 Amsterdam Ave',40.827003,-73.946723,3.5,51,10031
igFRhlkG_cKF3a87fbVexw,Chinese,Happy Dragon,'3388 Jerome Ave',40.88045,-73.8836,4.0,17,10467
8td6qiBvZ-En6gSpPjXWzQ,Chinese,Shanghai Zhen Gong Fu 上海真功夫,'86-16 Queens Blvd',40.73599,-73.87735,4.0,121,11373
z6HMM_cSraJFkQFvSjWGDA,Chinese,Lucky Chinese Restaurant,'5008 69th St',40.7367175,-73.8960949,4.0,20,11377
f4ZveYR7fuBp_9klL8OgYQ,Chinese,Little Thai Kitchen,'231 E 53rd St',40.757359,-73.968025,3.5,339,10022
ZrDOoWJ9u6vX8v04p4Oiew,Chinese,Mei Wei East,'86 Lakeview Ave',40.8779615,-74.1366802,4.5,13,07011
z3iPPc-RMrH7OBojFtx_MQ,Chinese,Benny's Lung Sheng,'906 Columbus Ave',40.79829,-73.96378,2.5,5,10025
MEaT9f2B4F0gvXhCir9v4w,Chinese,Chan Yang Garden,'479 Bergen St',40.680957,-73.974586,3.5,25,11217
SyEJPitYvvjrnnSXOzGcDA,Chinese,Noodle Q,'2 E Broadway',40.7135648935571,-73.9975924790089,3.5,30,10038
gZ-FY6fcY0Yujm56yvqbYg,Chinese,Q Town Asian Cuisine,'82-87 Broadway',40.7415014,-73.8802964,4.0,84,11373
6KQ-jlXjOgb_uVeZxgimqQ,Chinese,Hua Long Chinese Restaurant,'706 Fulton St',40.6857872009277,-73.9737319946289,3.5,25,11217
R0y03SFOY0BdHRUT1LSO0Q,Chinese,Shanghai You Garden,'135-33 40th Rd',40.75895,-73.83056,4.0,982,11354
Wu9AymEM_RM2cnRPslVlIw,Chinese,East 21,'71-26 Roosevelt Ave',40.7464685299281,-73.8940858840942,3.5,76,11372
siWkEWRj6ipcMMY5EGWPrQ,Chinese,Number 1 Chinese Restaurant,'83 W 115th St',40.80127,-73.94974,3.5,6,10026
YiqPbaFHvK0BRO7pLtc71A,Chinese,Jingdu Chinese Restaurant,'850 Kearny Ave',40.7808782,-74.1390602,4.0,8,07032
tLg1gQ1tqYCT-5gGsOwHfA,Chinese,Hannah Fun Chinese Restaurant,'6619 Bergenline Ave',40.79401,-74.01282,4.5,9,07093
31Pd-W_2Iw3D0PF2F2EStA,Chinese,Happy Family,'213 E Broadway',40.7140388,-73.9875488,3.0,15,10002
8JUmgPzucg0qbc8oRSYgJw,Chinese,New Choi Hee II,'5907 Grand Ave',40.72083,-73.9079299,4.0,5,11378
CKG7LVmSlvI93scyb1aVeg,Chinese,Mr Wonton,'73 7th Ave',40.67517,-73.97481,3.5,184,11217
S5VOBkNy0_yTG4SgZ2751g,Chinese,Dumpling D’Or,'25-15 Queens Plz N',40.7509344,-73.9393073,3.5,29,11101
7yi9uA-LmrGpG6OOuK2byg,Chinese,Hong Kong Chinese Restaurant,'6297 Forest Ave',40.710983,-73.904869,4.0,22,11385
lt3Leywt1pzy23OzDqYRVA,Chinese,XO Taste,'41 Elizabeth St',40.717025,-73.996971,3.0,203,10013
Yb6PQ_4YQpJ0SVZ1tetkbg,Chinese,Queens Seafood Restaurant,'8222 45th Ave',40.7415032,-73.8825862,3.5,113,11373
zqi2taRgN5VzkEMQGOMQHg,Chinese,Shanghai Sogo,'36 W 47th St',40.757195,-73.980431,3.0,12,10036
majyHtjuTaFZKYpMNCLe_Q,Chinese,Golden House Restaurant,'334 Union Ave',40.83666,-74.11401,4.5,16,07070
JTFc6V7JLTdiUL3LuH7LiQ,Chinese,Lotus Cafe,'450 Hackensack Ave',40.9094,-74.03053,3.5,163,07601
n7LORZ0fGxPhOfdlHYREKQ,Chinese,Peak Thai Restaurant,'301 E 49th St',40.7542526,-73.9685278,3.5,188,10017
mbistxggGb_YbNCNwAW1AQ,Chinese,Hong Kong Noodle 2,'174 Lexington Ave',40.7444,-73.98146,2.5,38,10016
I4FWrwXDC91lsfQLXYSeXA,Chinese,Malii,'2028 2nd Ave',40.789432,-73.942962,4.5,232,10029
6k-EK419_wagYvXgEFTZNA,Chinese,Big Bowls Little Plates,'700 Plaza Dr',40.78538,-74.04539,4.5,30,07094
Yj3pRPnIG05AjRfGP0Afjg,Chinese,Mei Chung Mei Restaurant,'157 W 231st St',40.8784523010254,-73.902961730957,4.0,18,10463
aGmsJ6_NWw5vnLS43MZLpA,Chinese,Spice,'610 Amsterdam Ave',40.7900599,-73.97351,2.5,53,10024
N05331bMRnUwz48pRRvD7g,Chinese,Eden Wok,'43 E 34th St',40.7477,-73.98239,2.5,117,10016
TKfUaqizEuC1Qacr3MgmdA,Chinese,New Yummy Restaurant,'133 48th St',40.77942,-74.0175299,3.0,15,07087
3pOAiE7W7nDEeVFNy_vmfw,Chinese,A La Mode Oriental,'37 W 54th St',40.7621,-73.97732,2.0,31,10019
pepM7-yv4-jCT6S1nl6fPg,Chinese,Asian Spicy Curry Pop-up,'46 Mulberry St',40.715031,-73.99931,4.5,136,10013
er4E7VCjDo0xE_IPu5o6Ig,Chinese,Pongsri Thai Restaurant,'244 W 48th St',40.76071,-73.98652,3.5,501,10036
rpLZDxivPeb9ZXqqgDPfpg,Chinese,Sunshine Seafood Restaurant,'27 Division St',40.71397,-73.9961364,3.5,105,10013
ZiGeqmXH55hVegpqnqoznw,Chinese,Aquarius Seafood Restaurant,'230-234 Main St',40.8515556,-73.9718064,3.5,233,07024
DiNkdAL8ns1v3S3WfUGVwA,Chinese,Green Garden,'1202 Washington St',40.7513478,-74.0268307,3.0,40,07030
M1VHR29gMNs3EavDXdE_PA,Chinese,Momos & Buns,'120 Lexington Ave',40.7428398,-73.9826202,3.5,3,10016
_CcEaSKTpzZIczrRzCRAPQ,Chinese,Hong Kong Taste,'4721 90th St',40.7417224948745,-73.8750576227903,4.0,71,11373
-N6SlxpjQbvGht7R4y2NUA,Chinese,Panda Bubble Tea,'858 Lexington Ave',40.76579,-73.96577,3.5,177,10065
jpK6MMfLJwLXCzTeywyNNA,Chinese,Dim Sum VIP,'68 Mott St',40.71618,-73.99804,3.5,236,10013
7rTl_d-dqlK5dGG31ogSBg,Chinese,Nanking,'134-07 Rockaway Blvd',40.67484,-73.80398,4.0,334,11420
tX_fGX09HCMvXTzHDZQoYw,Chinese,New Ho Wah,'4201 Broadway',40.758332,-73.9171535856445,2.5,26,11103
OmCJH9XPC_Zc9S7CWe__Xw,Chinese,Hot Space Grilled Fish,'39-07 Prince St',40.759759546171,-73.8326680277916,4.5,100,11354
gvAzBcK3YZf6UQqOerqF2w,Chinese,New Dragon House Chinese Restaurant,'666 Amsterdam Ave',40.7918190298439,-73.9720649229145,2.5,4,10025
w0KRT7v9_hsVkcRVMsD2Jg,Chinese,Fu Wing Chinese Restaurant,'153 E 106th St',40.792308,-73.945686,3.0,12,10029
PuE9nZ2aB5ghk2g5AoMCwQ,Chinese,Taste of China,'8 State Rt 5',40.8404676518086,-73.9985556848441,3.5,58,07650
MnjB_RIJG0sDTk7dGggA4w,Chinese,New China,'1135 Myrtle Ave',40.69701,-73.93612,3.5,13,11206
vDkAtrkji4YatAoKbqF_Yg,Chinese,Great Wall,'527 Lenox Ave',40.8149099511421,-73.9397296879857,3.5,3,10037
36RURbd4JcyJfaq8pRbvXw,Chinese,Golden Imperial Chinese Restaurant,'88 Union Ave',40.90999,-73.78842,4.0,8,10801
lRSiXYB09Z5x1iINqQ7rHA,Chinese,Dim Sum Go Go,'5 E Broadway',40.7132415735622,-73.9977319419107,3.5,757,10038
_hIxEP_Wd13cjNJ1tcf6KQ,Chinese,Peking Express,'237 Nassau Ave',40.725869,-73.94279,3.5,32,11222
S-aX_Pz8F7nDL6kRThKcHw,Chinese,Vanessa's Dumpling House,'310 Bedford Ave',40.713795,-73.961983,3.5,496,11211
B3paSyv3eUeuJ6xPiM19jA,Chinese,Lucky Chan,'227 Albany Ave',40.672684,-73.938835,4.0,6,11213
VxzDpDIlwmWkbR5L_dB2yA,Chinese,Good Friend Chinese Resturant,'176 Macus Garvey Blvd',40.6922492980957,-73.9401473999023,4.5,3,11221
IhBJJJiaHX5VSUiM6VFpCg,Chinese,Tea shop 76,'7606 Bergenline Ave',40.79977,-74.00773,5.0,1,07047
LpSjWO4ZU6rbxGUetRp1mA,Chinese,King Dumplings,'74 Hester St',40.71605,-73.99169,4.0,50,10002
a-Bq_yXFVk2PptoWpmry3w,Chinese,Pye Boat Noodle,'35-13 Broadway',40.76043,-73.92152,4.0,760,11106
3eBV6HwWcdHzJW3sUH-2hw,Chinese,Ichiran - Times Square,'152 W 49th St',40.76004,-73.9833,4.0,160,10019
hUdRX0a_2ZZEmB8KCp-WYw,Chinese,Authentic Szechuan,'384 5th Ave',40.6711753186162,-73.9848930557056,3.5,81,11215
A_GbgtUSyGWpihHZOqMdwQ,Chinese,Little Basil,'153 E 26th St',40.741014,-73.982259,4.0,471,10010
iiZpFWVd1Cmd-cSOanmXAA,Chinese,Fusha Asian Cuisine,'1065 1st Ave',40.75915,-73.96252,3.5,202,10022
QGXNIWYH0S8dGVDJoPs3OA,Chinese,Miss Li Henan Cuisine,'133-49 Roosevelt Ave',40.75892,-73.8327,4.0,13,11354
XQe54YWdzQHCsxdDVEGLrA,Chinese,Red Apple Restaurant,'225 Columbia St',40.684446,-74.002834,3.5,20,11231
8_dWO1Y6o8fZk_FosHhg-A,Chinese,Yummy Noodle House 粥麵之家,'33-35 Francis Lewis Blvd',40.7665389818104,-73.7897614784259,4.5,129,11358
rHg81VzTGVREMCfMmgYMog,Chinese,Delicious Wok,'5952 Summerfield St',40.700328,-73.896705,4.5,26,11385
7GFuwK9bv_rmn_-eykzk8Q,Chinese,Jade Gourmet,'237 Palisade Ave',40.81275,-73.9926,3.5,31,07010
S2NwTMDe4Vcs6nAoTeMYlA,Chinese,Golden Fried Dumpling,'192 Duffield St',40.6925117969513,-73.9843697100878,3.5,345,11201
Mc-uTqSARIIvdE8Jn8a5Yw,Chinese,Amy's Restaurant,'586 W 207th St',40.86701,-73.92097,3.5,108,10034
AlLqmFhO467xp6PFMKCI3w,Chinese,New Hong Am Kitchen,'4000 New York Ave',40.77584,-74.02454,3.0,6,07087
3uXPkkEZbUrbk3e04aBZmQ,Chinese,East Ocean Palace,'113-09 Queens Blvd',40.7177701592445,-73.8353998214006,3.5,319,11375
75hwcHqtBI0x-Ej0OEklWA,Chinese,Mimi Cheng's Dumplings,'380 Broome St',40.7204680371648,-73.996448167353,3.5,165,10013
teLYg2G4VnJb5GcD3u6nVg,Chinese,Daily Chinese Restaurant,'4210 Park Ave',40.7753954,-74.0197846,3.5,32,07086
LpfsAZ7mBmK1om17S477zA,Chinese,Zhen Good Taste,'5961 69th St',40.72182,-73.89278,3.5,31,11378
aQi6bKQoIZbGbMc6WvKJaw,Chinese,Chan's Dragon Inn,'630 Broad Ave',40.8347854614258,-74.0082931518555,4.0,128,07657
vbL4Ef8zf4dmdR9Gyl5lkw,Chinese,Taiwanese Gourmet,'8402 Broadway',40.739713,-73.878766,3.5,346,11373
pcVlzw0Id0MvP8MJYMRgJg,Chinese,River Thai,'1766 Amsterdam Ave',40.82685,-73.94666,4.5,18,10031
ya4nQkuVH1ZnmNp9m1yISg,Chinese,Tatsu Ramen,'167 1st Ave',40.72908,-73.98446,4.0,354,10003
_5E5cZP0PzkwfdEqTebBUg,Chinese,Lanzhou Ramen,'107 E Broadway',40.7136041,-73.9930138,3.5,53,10038
XmycF9-fpEPlgMe8_qgJrQ,Chinese,Lucky Eight,'5204 8th Ave',40.639961,-74.00509,3.5,201,11220
IRQmUno4GQMvEDifCXO-cw,Chinese,China Place,'3141 Broadway',40.8140965,-73.9597942,2.0,45,10027
BG0F1eTMikmXnL2C03Oq3A,Chinese,Foo-Hing Chinese Kitchen,'2706 3rd Ave',40.8135242,-73.9222125,4.5,4,10454
eUFzb1iKTBlc-ScxSW6NCw,Chinese,China Kettle,'6606 Ave U',40.6173427,-73.9106508,3.5,36,11234
vLPC4i4StmkyKLe2LrQX-A,Chinese,New Cheung Lee Kitchen,'108 Kingston Ave',40.676,-73.94172,4.0,5,11213
24p-MWh8_jZWLZnR9X2NgQ,Chinese,Sabrosura Restaurant,'1200 Castle Hill Ave',40.832088,-73.850743,3.5,244,10462
qf9ONR0LAAFZ8fLDRkVHww,Chinese,Mori,'351 5th Ave',40.671718,-73.983902,4.5,81,11215
X5J3A4U8FrRC0bBmWRsAag,Chinese,New Sheng Chinese Restaurant,'1029 E 167th St',40.826996,-73.888199,4.0,1,10459
42yAC0qRSLTYBcmdZs_9Dw,Chinese,Mr Zeng Chinese Food,'11402 Liberty Ave',40.6854,-73.82837,4.0,21,11419
xP7hDsKGMT44Ykmkr3gECA,Chinese,New Kam Sheng,'454 W 238th St',40.88724,-73.90524,3.0,22,10463
poRWXhCG1-mVxs1kuw_ZEg,Chinese,Red Hot Szechuan,'349 7th Ave',40.666088,-73.98191,3.0,176,11215
d8lAkqk2w3Lp9uiI4svu6w,Chinese,Thai Chella,'712 9th Ave',40.76256,-73.98941,4.5,33,10019
YkHSu1qIQvG9uxTTBUYIoQ,Chinese,King Garden Restaurant,'4316 Broadway',40.85188,-73.9346599,4.0,14,10033
0ng8qzjd2ExoXJ4CuDwyWw,Chinese,Lucky Star,'807 Southern Blvd',40.81684,-73.89594,5.0,1,10459
l3aVYfTWVINXaNGxlMz0bQ,Chinese,Soho Thai,'141 Grand St',40.720078,-73.999641,3.5,146,10013
BAKjtydOJj6KrsGCo-6DEQ,Chinese,Wing Hing Chinese Restaurant,'312 Rogers Ave',40.665832,-73.953918,4.0,13,11225
BLYomPDQX5HkNWFJ2Lxfpg,Chinese,Szechuan Delight Restaurant,'152 7th Ave',40.67254,-73.97706,3.0,100,11215
bMAsaXIDMActYCYCw0HcCQ,Chinese,No 1 Chinese Restaurant,'825 W 181st St',40.8513816,-73.9394706,3.5,113,10033
6t22uVBh30DFT88rQ5e95A,Chinese,Xing Wong BBQ,'89 E Broadway',40.7135461657203,-73.9935723692179,3.5,36,10002
LWp9J-jrHw9v-qyFgAYfyw,Chinese,Xi'an Famous Foods,'55-01 37th Ave',40.75105,-73.90653,4.5,11,11377
WEa266y5CsANNqvyfG7elA,Chinese,King's Kitchen,'158 Lewis Ave',40.6913483887911,-73.9367651939392,4.5,6,11221
9gktK6DNHb3k0y-o6nP7pA,Chinese,J's Wong,'717 Franklin Ave',40.67402,-73.95661,3.5,64,11238
WdvCF8x6_XcCEF-eyDduxw,Chinese,China City,'626 Nostrand Ave',40.67712,-73.94996,4.0,1,11216
SbDFRevMMi_6o-6-mzWMxg,Chinese,Happy Garden,'402 Henry St',40.6875151,-73.9979148,3.5,12,11201
6MgQz0SEOYUih2N5JOa6rg,American,BH Kitchen & Bar,'20 E 49th St',40.75734,-73.97656,4.0,130,10017
C-8mGN7lt5rIraO5n-15ug,American,The Smith,'956 2nd Ave',40.755165,-73.967868,4.0,2495,10022
IOHaEgK1zDvUvB3SfKuGCw,American,Parker & Quinn,'64 W 39th St',40.7525862175813,-73.9850713153442,4.0,1286,10018
Rc1lxc5lSKJYd162JHNMfQ,American,Bea,'403 W 43rd St',40.7591968,-73.9923361,4.0,2378,10036
eTR6nfHvQzvKX7Dcd6JrfA,American,District Social,'252 W 37th St',40.75369,-73.99136,4.0,635,10018
Xu8H24NxJJxEE-9wGp_AMA,American,The Brazen Tavern,'356 W 44th St',40.7593269348145,-73.9913101196289,4.5,346,10036
0yMlU3xbdawYFXmjNc0dhw,American,The Harrow New York,'720 10th Ave',40.76419,-73.99182,4.5,184,10019
z5hRX3iJ5Ty_S38iG_WY3Q,American,Tanner Smiths,'204 W 55th St',40.76442,-73.98169,4.5,1594,10019
JXcYD52B4190gIh6_RSXCg,American,Lilly's Craft and Kitchen,'675 9th Ave',40.76138,-73.99071,4.5,884,10036
LHxZgTddXIp_S1sL3nNG9w,American,Park Avenue Tavern,'99 Park Ave',40.75031,-73.9783999,4.0,719,10016
Xd_l7jtUAZZAAvK8-mI2Jw,American,The Smith,'1150 Broadway',40.74424,-73.98878,4.0,884,10010
xt4sa64WOrpJvZBDPNPNYg,American,Jacob's Pickles,'509 Amsterdam Ave',40.7866504411994,-73.9755284786224,4.0,3884,10024
sVG1whNWHhlbjP6p027YcA,American,Brindle Room,'277 E 10th St',40.72829,-73.98271,4.0,999,10009
PYmjoid5P-Mw8dkkKxZy6w,American,Harvest Kitchen,'269 Columbus Ave',40.777697,-73.978357,4.5,57,10023
BQRfaq0U75B5EEblBZ2Aqg,American,The Ribbon,'220 West 44th St',40.7576,-73.98693,4.0,115,10036
1LIptXhtDh58vAA-QPFL4w,American,Cask Bar & Kitchen,'167 E 33rd St',40.745414,-73.979004,4.0,1320,10016
SaYTVG7wHCMDBofHCgXPaA,American,Dutch Freds,'307 W 47th St',40.76071,-73.98793,4.5,1374,10036
MHtbBc2np3sR7jiV9GphNg,American,Tribeca's Kitchen,'200 Church St',40.7162705535921,-74.0072225927912,4.0,454,10013
cCesIqo-LQt0cRlZAnrAZQ,American,Friedman's,'132 W 31st St',40.748297,-73.990649,4.0,2266,10001
x7hsZRd_MyrUgAW91FM9qA,American,Benson's NYC,'181 Essex St',40.7218302,-73.9866963,4.5,366,10002
1raNn0l3I4H9PcAJce69Sw,American,Sojourn,'244 E 79th St',40.77343,-73.95568,4.0,600,10075
yZs_A8r0qDz7Z5bR0C-aiQ,American,Black Tap - Midtown,'136 W 55th St',40.76347,-73.97978,4.0,1055,10019
uoT2_Wrt1noD6kZOID7tUg,American,Jane,'100 W Houston St',40.72732,-74.00026,4.0,3098,10012
MctQwL9Mp5X7DJk13VoERg,American,Westville Chelsea,'246 W 18th St',40.74175,-74.00007,4.0,1083,10011
AlStrNBqyH6WB9QGMEtcTw,American,Quality Eats,'3 E 28th St',40.74451,-73.98661,4.0,248,10016
ssGhu4n3emZ9kEPVf371IQ,American,Cookshop,'156 10th Ave',40.7454251,-74.0056084,4.0,2045,10011
51_f1MyuRFpEIpzb57YmEA,American,Hendriks,'557 3rd Ave',40.747395,-73.97649,4.0,361,10016
scjoZtbTQHi35xhAlUm2iQ,American,L'ADRESSE,'1065 Ave Of The Americas',40.75403,-73.98539,4.0,521,10018
m86CNmYThtzzWB3nPnrhbg,American,Emily - West Village,'35 Downing St',40.729330068469,-74.0038400073579,4.0,534,10014
fEig4z0y_qCMRLvW7HRuqA,American,Harding's,'32 E 21st St',40.7393229,-73.9887163,4.0,354,10010
xEF3Kvd0yw74pjnlFB2Sgg,American,Nobody Told Me,'951 Amsterdam Ave',40.80076,-73.96507,4.5,47,10025
LJaLQby_H8E9eHvcIW0xnw,American,Spoon Table & Bar,'40 East 33rd St',40.7469069957733,-73.9831063896418,4.0,402,10016
r-EDS_eO70HUgDmOk5_8Qw,American,Juniper Bar,'237 W 35th St',40.7522805974308,-73.9916151018524,4.0,536,10001
zRXMvxUX_rOliKZPpkWi_g,American,Valerie,'45 W 45th St between 5th & 6th Ave',40.756354,-73.981129,4.0,156,10036
JYNBy2r3LVhJbLHE1bASfg,American,The Smith,'1900 Broadway',40.7716201269986,-73.9818377981476,4.0,1578,10023
OgM6WwztLVavBQBmb_g5aw,American,Tara Rose,'384 3rd Ave',40.74176,-73.98123,4.5,61,10016
h5WkewI6U7NjLB_n6WgdvQ,American,HandCraft Kitchen & Cocktails,'367 3rd Ave',40.74103,-73.98132,4.0,365,10016
MyQV4i518ZO4CLudtR8gLA,American,The Bar Room,'117 E 60th St',40.763409,-73.968449,4.0,488,10022
IiIzeFqe4tJiHaAWyw7ddg,American,West End Bar & Grill,'813 8th Ave',40.7615693,-73.9867747,4.0,368,10019
ypqK8DWM8Bcs43YveSJnNw,American,Manhatta,'28 Liberty St',40.70797,-74.0088899,4.5,365,10005
xkvv0n7jbl4Ra3Vm_jfxaA,American,Upland,'345 Park Ave S',40.7418912,-73.9846396,4.0,939,10010
